author,year,title,mass_g,o2_ug_per_hour,mr_mgO2_per_hour,mr_type,temperature_c,treatment,notes,species,race,n,indiv_or_mean,fish_density_per_meter_squared,data_quality
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.033050562,52.19927056,0.052199271,routine,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,1
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.033353933,50.2808171,0.050280817,routine,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,1
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.033859551,51.85777603,0.051857776,routine,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,1
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.034651685,50.817428,0.050817428,routine,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,1
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.02655914,60.84297521,0.060842975,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.027949821,56.47933884,0.056479339,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028050179,59.25619835,0.059256198,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028451613,58.76033058,0.058760331,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.02865233,58.36363636,0.058363636,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029053763,59.65289256,0.059652893,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028953405,60.94214876,0.060942149,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029154122,61.53719008,0.06153719,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.02925448,63.02479339,0.063024793,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028853047,63.71900826,0.063719008,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028752688,65.60330579,0.065603306,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028050179,63.52066116,0.063520661,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.027247312,61.9338843,0.061933884,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.026860215,64.01652893,0.064016529,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.027060932,64.80991736,0.064809917,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.027462366,64.51239669,0.064512397,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.027462366,63.61983471,0.063619835,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.026358423,72.94214876,0.072942149,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.026358423,73.14049587,0.073140496,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.026960573,69.96694215,0.069966942,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.027247312,70.26446281,0.070264463,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.02734767,71.3553719,0.071355372,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.027247312,72.74380165,0.072743802,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028752688,76.11570248,0.076115702,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028451613,67.78512397,0.067785124,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028953405,68.08264463,0.068082645,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029354839,67.2892562,0.067289256,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029942652,64.11570248,0.064115702,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030344086,62.03305785,0.062033058,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029555556,77.10743802,0.077107438,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030043011,78.89256198,0.078892562,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030774194,76.80991736,0.076809917,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.031763441,80.08264463,0.080082645,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.03325448,79.58677686,0.079586777,maximum,14,bare tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028351254,63.12396694,0.063123967,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030458781,66.59504132,0.066595041,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029942652,67.98347107,0.067983471,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028150538,76.11570248,0.076115702,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.028853047,74.33057851,0.074330579,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029139785,76.31404959,0.07631405,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030673835,73.63636364,0.073636364,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030344086,79.2892562,0.079289256,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030573477,79.09090909,0.079090909,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030960573,79.48760331,0.079487603,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030874552,81.07438017,0.08107438,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.032164875,78.99173554,0.078991736,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.0330681,78.39669421,0.078396694,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.033354839,81.8677686,0.081867769,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.032853047,83.3553719,0.083355372,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.032365591,83.55371901,0.083553719,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.03246595,83.05785124,0.083057851,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.032064516,85.23966942,0.085239669,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.034659498,84.24793388,0.084247934,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.033856631,88.21487603,0.088214876,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.033369176,88.7107438,0.088710744,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.032767025,90.59504132,0.090595041,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.032164875,90.09917355,0.090099174,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.031863799,89.30578512,0.089305785,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.03116129,85.73553719,0.085735537,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030673835,85.53719008,0.08553719,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.029856631,86.33057851,0.086330579,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.02925448,90.39669421,0.090396694,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030043011,95.3553719,0.095355372,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030243728,94.0661157,0.094066116,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.030774194,93.96694215,0.093966942,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
Boucher,2018,"The effect of substrate rearing on growth, aerobic scope and
physiology of larval white sturgeon Acipenser transmontanus",0.031964158,95.75206612,0.095752066,maximum,14,gravel tank,"two treatments- gravel and no gravel in the tank. Gravel shown to be important, so we may want to leave out the bare tank group. Bare tanks are given DQ = 3, and maximum metabolic rate fish given DQ = 3 as well (would only want to use for an upper bound)",Acipenser transmontanus,,1,,,3
